TRADEID,TRADETYPE,ASSETID,PAYREC,FIXFLT,STARTDATE,ENDDATE,FIXINGDATE,IDAYS,RATE,FORWARD,SPREAD,ALLINRATE,NOTIONAL,PAYDATE,FLOWS,TRANSACTION_TYPE,DAYS,CCY,ZERO,DISCOUNT,PRESENTVALUE,ASOFDATE
4789640,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,133850610,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789640,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-30000000,XNL,(null),AUD,(null),(null),(null),20/08/2020
4789655,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,59201687,XNL,(null),USD,(null),(null),(null),20/08/2020
4789655,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-400697915.8,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789657,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,3488997,XNL,(null),NZD,(null),(null),(null),20/08/2020
4789657,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-14577772.62,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789667,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,26717904,XNL,(null),NOK,(null),(null),(null),20/08/2020
4789667,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-18295512.25,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789672,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,28259908,XNL,(null),AUD,(null),(null),(null),20/08/2020
4789672,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-126131203.9,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789681,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,124548510,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789681,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,-15000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4789688,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,16664244,XNL,(null),GBP,(null),(null),(null),20/08/2020
4789688,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-138324073.6,XNL,(null),DKK,(null),(null),(null),20/08/2020
4789725,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,13000000,XNL,(null),RON,(null),(null),(null),20/08/2020
4789725,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-28216201,XNL,(null),SEK,(null),(null),(null),20/08/2020
4789736,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,28219841,XNL,(null),SEK,(null),(null),(null),20/08/2020
4789736,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-13000000,XNL,(null),RON,(null),(null),(null),20/08/2020
4791452,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,1423977.12,XNL,(null),SEK,(null),(null),(null),20/08/2020
4791452,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-16000000,XNL,(null),JPY,(null),(null),(null),20/08/2020
4791486,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,67698.52,XNL,(null),DKK,(null),(null),(null),20/08/2020
4791486,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-10000,XNL,(null),USD,(null),(null),(null),20/08/2020
4791487,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,338502.6,XNL,(null),DKK,(null),(null),(null),20/08/2020
4791487,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-50000,XNL,(null),USD,(null),(null),(null),20/08/2020
4793106,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,1404284.56,XNL,(null),NOK,(null),(null),(null),20/08/2020
4793106,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,-143620.2,XNL,(null),USD,(null),(null),(null),20/08/2020
4793114,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,413288750,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793114,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-50000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4793123,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,495848280,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793123,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-60000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4793134,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/06/2021,6682700,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793134,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/06/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4793137,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/10/2020,13393000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793137,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/10/2020,-2000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4793139,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,40000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4793139,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-330597440,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793148,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,36000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4793148,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-297537696,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793151,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,23000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4793151,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-190093528,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793257,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,670600,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793257,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4793258,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/09/2020,670410,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793258,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/09/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4793260,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,670200,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793260,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4793406,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,5333065.32,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793406,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-7731321.13,XNL,(null),NOK,(null),(null),(null),20/08/2020
4793408,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/11/2020,780822.13,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793408,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/11/2020,-12500000,XNL,(null),JPY,(null),(null),(null),20/08/2020
4793473,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,953000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4793473,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),03/09/2020,-1000000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4796095,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/12/2020,1793070.95,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796095,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/12/2020,-268200,XNL,(null),USD,(null),(null),(null),20/08/2020
4796115,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,2000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4796115,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,-1427400,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796284,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,1000935,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796284,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796287,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/09/2020,1000335,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796287,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/09/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796288,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),23/10/2020,999750,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796288,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),23/10/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796291,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),23/11/2020,999120,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796291,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),23/11/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796292,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,998550,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796292,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/12/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796497,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/04/2022,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796188,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/11/2020,-2000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796188,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/11/2020,13342938,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796497,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/04/2022,6558670,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796500,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/03/2022,6559850,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796500,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/03/2022,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796503,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/01/2022,6569090,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796503,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/01/2022,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796504,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/11/2021,6578693,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796504,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/11/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796537,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/03/2022,3000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4796537,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/03/2022,-19658490,XNL,(null),DKK,(null),(null),(null),20/08/2020
4796556,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,6881620,XNL,(null),USD,(null),(null),(null),20/08/2020
4796556,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,-10000000,XNL,(null),AUD,(null),(null),(null),20/08/2020
4796567,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,3303737,XNL,(null),AUD,(null),(null),(null),20/08/2020
4796567,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-2275339.51,XNL,(null),USD,(null),(null),(null),20/08/2020
4798062,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/11/2020,32429572,XNL,(null),SEK,(null),(null),(null),20/08/2020
4798062,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),20/11/2020,-3500000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798117,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,3000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4798117,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-25049886,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798122,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,5000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4798122,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-41749810,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798147,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,5000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798147,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,-32841110,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798148,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,32880000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798148,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/09/2021,-5000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798213,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/11/2020,5000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4798213,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/11/2020,-3487500,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798218,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/12/2020,5000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4798218,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/12/2020,-3484500,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798221,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/12/2020,6620800,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798221,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/12/2020,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798276,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,498840,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798276,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-75000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798277,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,332435,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798277,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-50000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798279,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/03/2021,1655025,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798279,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/03/2021,-250000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798309,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,36000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4798309,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-268371540,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798310,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,260924650,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798310,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-35000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4798386,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/09/2020,666180,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798386,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/09/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798395,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,666550,XNL,(null),DKK,(null),(null),(null),20/08/2020
4798395,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4798569,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/03/2022,500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4798569,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/03/2022,-5268750,XNL,(null),SEK,(null),(null),(null),20/08/2020
4801084,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/06/2021,33087000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801084,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/06/2021,-5000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801091,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/06/2021,15000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801091,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/06/2021,-98833500,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801289,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,666165.27,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801289,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801290,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,665879.15,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801290,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801293,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,665856.1,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801293,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801393,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,100000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801393,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-88647688.38,XNL,(null),EUR,(null),(null),(null),20/08/2020
4801617,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/01/2021,6581313,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801617,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/01/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801637,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/02/2021,6578997,XNL,(null),DKK,(null),(null),(null),20/08/2020
4801637,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/02/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4801697,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,2000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4801697,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,-1432200,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805003,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,50000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4805003,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-56537200,XNL,(null),USD,(null),(null),(null),20/08/2020
4805088,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,658219800,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805088,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-100000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4805109,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,1551853.34,XNL,(null),NOK,(null),(null),(null),20/08/2020
4805109,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),04/09/2020,-166752.2,XNL,(null),USD,(null),(null),(null),20/08/2020
4805131,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/12/2020,7874408.4,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805131,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/12/2020,-1200000,XNL,(null),USD,(null),(null),(null),20/08/2020
4805153,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,5000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4805153,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-41773080,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805161,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,5000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4805161,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-41773080,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805168,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,100000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4805168,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-658179800,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805180,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,832633.2,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805180,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-126000,XNL,(null),USD,(null),(null),(null),20/08/2020
4805343,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,83419950,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805343,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-10000000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4805388,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,30000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4805388,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),10/09/2020,-33891210,XNL,(null),USD,(null),(null),(null),20/08/2020
4805643,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/02/2021,72117045,XNL,(null),DKK,(null),(null),(null),20/08/2020
4805643,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/02/2021,-11000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4807056,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/04/2021,2000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4807056,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),19/04/2021,-1287382,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807205,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,1204077.97,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807205,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-182000,XNL,(null),USD,(null),(null),(null),20/08/2020
4807206,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/10/2020,115007.72,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807206,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),22/10/2020,-17400,XNL,(null),USD,(null),(null),(null),20/08/2020
4807207,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,235829.24,XNL,(null),DKK,(null),(null),(null),20/08/2020
4807207,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,-35700,XNL,(null),USD,(null),(null),(null),20/08/2020
4807208,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,181291.93,XNL,(null),DKK,(null),(null),(null),20/08/2020
